ExcelFilePath,DICOMFilePath,PatientName,DICOMFileDate,ColumnName,FrameNumber,Value_dB
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_53.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0017,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),5,24.63
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_57.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0016,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),1,25.19
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_57.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0016,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),2,23.54
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_57.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0016,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),3,23.91
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_57.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0016,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),4,24.62
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_57.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0016,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),5,24.25
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_62.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0015,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),1,23.65
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_62.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0015,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),2,23.03
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_62.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0015,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),3,23.23
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_62.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0015,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),4,23.13
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_62.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0015,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),5,23.45
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_62.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0015,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),6,23.66
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_69.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0014,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),1,17.25
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_69.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0014,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),2,15.88
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_69.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0014,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),3,16.40
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_69.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0014,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),4,16.80
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_69.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0014,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),5,17.43
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_69.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0014,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),6,17.66
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_74.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0013,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),1,7.95
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_74.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0013,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),2,7.79
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_74.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0013,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),3,7.56
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_74.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0013,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),4,6.10
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_74.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0013,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),5,5.47
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_74.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0013,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),6,5.13
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_41.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0031,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),1,39.73
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_41.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0031,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),2,38.83
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_41.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0031,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),3,38.79
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_41.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0031,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),4,38.71
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_41.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0031,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),5,38.67
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_41.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0031,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),6,39.09
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_43.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0030,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),1,38.09
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_43.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0030,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),2,37.38
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_43.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0030,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),3,36.63
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_43.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0030,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),4,37.56
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_43.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0030,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),5,37.26
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_43.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0030,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),6,36.98
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_45.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0029,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),1,34.76
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_45.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0029,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),2,33.97
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_45.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0029,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),3,33.18
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_45.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0029,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),4,33.55
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_45.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0029,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),5,33.73
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_50.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0028,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),1,21.68
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_50.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0028,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),2,21.28
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_50.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0028,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),3,21.48
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_50.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0028,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),4,21.92
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_50.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0028,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),5,21.81
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_57.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0027,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),1,28.62
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_57.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0027,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),2,28.03
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_57.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0027,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),3,27.57
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_57.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0027,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),4,27.70
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_57.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0027,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),5,27.76
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_62.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0026,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),1,27.93
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_62.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0026,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),2,27.11
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_62.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0026,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),3,27.65
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_62.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0026,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),4,27.53
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_62.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0026,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),5,27.21
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_69.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0025,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),1,22.57
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_69.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0025,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),2,22.16
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_69.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0025,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),3,22.51
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_69.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0025,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),4,22.57
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_69.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0025,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),5,23.09
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_69.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0025,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),6,23.36
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_74.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0024,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),1,10.52
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_74.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0024,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),2,10.27
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_74.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0024,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),3,10.12
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_74.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0024,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),4,10.19
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\04_74.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0024,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),5,10.43
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_41.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0042,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),1,39.03
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_41.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0042,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),2,38.96
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_41.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0042,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),3,39.27
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_41.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0042,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),4,39.44
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_41.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0042,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),5,38.97
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_43.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0041,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),1,37.61
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_43.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0041,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),2,37.05
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_43.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0041,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),3,36.82
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_43.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0041,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),4,36.75
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_43.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0041,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),5,36.95
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_45.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0040,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),1,33.22
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_45.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0040,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),2,33.40
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_45.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0040,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),3,33.02
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_45.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0040,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),4,33.32
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_45.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0040,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),5,33.44
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_45.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0040,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),6,33.66
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_47.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0039,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),1,28.06
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_47.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0039,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),2,28.55
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_47.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0039,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),3,28.43
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_47.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0039,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),4,28.75
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_47.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0039,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),5,28.25
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_50.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0038,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),1,23.77
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_50.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0038,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),2,22.86
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_50.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0038,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),3,22.84
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_50.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0038,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),4,23.11
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_50.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0038,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),5,23.67
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_53.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0037,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),1,30.29
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_53.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0037,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),2,29.74
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_53.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0037,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),3,30.05
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_53.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0037,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),4,30.67
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_53.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0037,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),5,30.37
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_53.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0037,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),6,30.85
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_57.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0036,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),1,30.74
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_57.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0036,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),2,30.67
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_57.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0036,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),3,30.71
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_57.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0036,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),4,30.71
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_57.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0036,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),5,30.72
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_57.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0036,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),6,30.78
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_62.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0035,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),1,30.63
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_62.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0035,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),2,30.47
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_62.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0035,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),3,30.67
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_62.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0035,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),4,30.46
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_62.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0035,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),5,30.07
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\08_62.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0035,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),6,30.01
